H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|184141|03584750|224708747|MzA5NDM5NDg2M2FkaXF6a2N4|2014-02-12|Termination of appointment of director |Termination of appointment of John Taylor as a director||Termination of appointment of director |https://opencorporates.com/statements/224708747|TM01|x
D|184141|03584750|155776054|MzA5NDM5NDg2M2FkaXF6a2N4|2014-02-12|Termination of appointment of director |Termination of appointment of John Taylor as a director||Termination of appointment of director |https://opencorporates.com/statements/155776054|TM01|x
D|184141|03584750|224708746|MzA5NDM5NTE4NmFkaXF6a2N4|2014-02-12|Termination of appointment of director |Termination of appointment of Allen Norris as a director||Termination of appointment of director |https://opencorporates.com/statements/224708746|TM01|x
D|184141|03584750|155776052|MzA5NDM5NTE4NmFkaXF6a2N4|2014-02-12|Termination of appointment of director |Termination of appointment of Allen Norris as a director||Termination of appointment of director |https://opencorporates.com/statements/155776052|TM01|x
D|184141|03584750|224708750|MzA4MDAxOTgwMGFkaXF6a2N4|2013-06-19|Annual Return|Annual return made up to 2013-06-19 no member list||Annual Return|https://opencorporates.com/statements/224708750|AR01|x
D|184141|03584750|155776059|MzA4MDAxOTgwMGFkaXF6a2N4|2013-06-19|Annual Return|Annual return made up to 2013-06-19 no member list||Annual Return|https://opencorporates.com/statements/155776059|AR01|x
D|184141|03584750|155776060|MzA3ODI0Mjk2N2FkaXF6a2N4|2013-05-20|Annual Accounts|Full accounts made up to 2012-07-31||Annual Accounts|https://opencorporates.com/statements/155776060|AA|x
D|184141|03584750|224708751|MzA3ODI0Mjk2N2FkaXF6a2N4|2013-05-20|Annual Accounts|Full accounts made up to 2012-07-31||Annual Accounts|https://opencorporates.com/statements/224708751|AA|x
D|184141|03584750|155776061|MzA2MjIwMjc4NmFkaXF6a2N4|2012-08-09|Appointment of director|Appointment of Mr Colin Lukey as a director||Appointment of director|https://opencorporates.com/statements/155776061|AP01|x
D|184141|03584750|224708752|MzA2MjIwMjc4NmFkaXF6a2N4|2012-08-09|Appointment of director|Appointment of Mr Colin Lukey as a director||Appointment of director|https://opencorporates.com/statements/224708752|AP01|x
D|184141|03584750|155776062|MzA1OTM2MTY5NmFkaXF6a2N4|2012-06-19|Annual Return|Annual return made up to 2012-06-19 no member list||Annual Return|https://opencorporates.com/statements/155776062|AR01|x
D|184141|03584750|224708753|MzA1OTM2MTY5NmFkaXF6a2N4|2012-06-19|Annual Return|Annual return made up to 2012-06-19 no member list||Annual Return|https://opencorporates.com/statements/224708753|AR01|x
D|184141|03584750|155776063|MzA1OTQ0NjM2M2FkaXF6a2N4|2012-06-15|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 3||Particulars of a mortgage or charge|https://opencorporates.com/statements/155776063|MG01|x
D|184141|03584750|224708754|MzA1OTQ0NjM2M2FkaXF6a2N4|2012-06-15|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 3||Particulars of a mortgage or charge|https://opencorporates.com/statements/224708754|MG01|x
D|184141|03584750|155776065|MzA1NzMwNDY1NGFkaXF6a2N4|2012-05-11|Appointment of director|Appointment of Mr Richard James Roland Portham as a director||Appointment of director|https://opencorporates.com/statements/155776065|AP01|x
D|1192779|06811029|311839378|MzE0MDEwOTk0N2FkaXF6a2N4|2016-01-20|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2015-03-25||Change of director's details|https://opencorporates.com/statements/311839378|CH01|x
D|1192779|06811029|269460098|MzEzMDA3ODkwOGFkaXF6a2N4|2015-08-31|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/269460098|AA|x
D|1192779|06811029|127053960|MzEzMDA3ODkwOGFkaXF6a2N4|2015-08-31|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/127053960|AA|x
D|1192779|06811029|269460099|MzEyNjQyNzQ2N2FkaXF6a2N4|2015-07-03|Annual Return|Annual return made up to 2015-06-30 with full list of shareholders||Annual Return|https://opencorporates.com/statements/269460099|AR01|x
D|1192779|06811029|127053963|MzEyNjQyNzQ2N2FkaXF6a2N4|2015-07-03|Annual Return|Annual return made up to 2015-06-30 with full list of shareholders||Annual Return|https://opencorporates.com/statements/127053963|AR01|x
D|1192779|06811029|269460100|MzExOTkzMTgyNmFkaXF6a2N4|2015-03-25|Change of registered office address|Registered office address changed from 2Nd Floor 145-157 St John Street London EC1V 4PY to 89 Dedworth Road Windsor Berkshire SL4 5BB on 2015-03-25||Change of registered office address|https://opencorporates.com/statements/269460100|AD01|x
D|1192779|06811029|127053966|MzExOTkzMTgyNmFkaXF6a2N4|2015-03-25|Change of registered office address|Registered office address changed from 2Nd Floor 145-157 St John Street London EC1V 4PY to 89 Dedworth Road Windsor Berkshire SL4 5BB on 2015-03-25||Change of registered office address|https://opencorporates.com/statements/127053966|AD01|x
D|1192779|06811029|127053970|MzExNjE0NDk0M2FkaXF6a2N4|2015-01-27|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2015-01-27||Change of director's details|https://opencorporates.com/statements/127053970|CH01|x
D|1192779|06811029|269460101|MzExNjE0NDk0M2FkaXF6a2N4|2015-01-27|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2015-01-27||Change of director's details|https://opencorporates.com/statements/269460101|CH01|x
D|1192779|06811029|269460102|MzEwODUxMTkyN2FkaXF6a2N4|2014-09-30|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/269460102|AA|x
D|1192779|06811029|127053973|MzEwODUxMTkyN2FkaXF6a2N4|2014-09-30|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/127053973|AA|x
D|1192779|06811029|269460104|MzEwNzExOTQ1M2FkaXF6a2N4|2014-09-08|Change of accounting reference date|Previous accounting period shortened from 2014-02-28 to 2013-12-31||Change of accounting reference date|https://opencorporates.com/statements/269460104|AA01|x
D|1192779|06811029|127053975|MzEwNzExOTQ1M2FkaXF6a2N4|2014-09-08|Change of accounting reference date|Previous accounting period shortened from 2014-02-28 to 2013-12-31||Change of accounting reference date|https://opencorporates.com/statements/127053975|AA01|x
D|1192779|06811029|269460106|MzEwNDQzNjg3N2FkaXF6a2N4|2014-07-25|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2014-06-30||Change of director's details|https://opencorporates.com/statements/269460106|CH01|x
D|1192779|06811029|269460105|MzEwNDQzNjkwMWFkaXF6a2N4|2014-07-25|Annual Return|Annual return made up to 2014-06-30 with full list of shareholders||Annual Return|https://opencorporates.com/statements/269460105|AR01|x
D|1192779|06811029|127053977|MzEwNDQzNjg3N2FkaXF6a2N4|2014-07-25|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2014-06-30||Change of director's details|https://opencorporates.com/statements/127053977|CH01|x
D|1192779|06811029|127053979|MzA5NDUwOTEzOWFkaXF6a2N4|2014-02-14|Annual Return|Annual return made up to 2014-02-05 with full list of shareholders||Annual Return|https://opencorporates.com/statements/127053979|AR01|x
D|1192779|06811029|269460107|MzA5NDUwOTEzOWFkaXF6a2N4|2014-02-14|Annual Return|Annual return made up to 2014-02-05 with full list of shareholders||Annual Return|https://opencorporates.com/statements/269460107|AR01|x
D|1192779|06811029|269460108|MzA4MzY0MDQzN2FkaXF6a2N4|2013-08-21|Filing dated 2013-08-21|Amended accounts made up to 2012-02-29|||https://opencorporates.com/statements/269460108|AAMD|x
D|1192779|06811029|127053980|MzA4MzY0MDQzN2FkaXF6a2N4|2013-08-21|Filing dated 2013-08-21|Amended accounts made up to 2012-02-29|||https://opencorporates.com/statements/127053980|AAMD|x
D|1192779|06811029|269460109|MzA4MzM0MjA5NmFkaXF6a2N4|2013-08-15|Annual Accounts|Total exemption small company accounts made up to 2013-02-28||Annual Accounts|https://opencorporates.com/statements/269460109|AA|x
D|1192779|06811029|127053983|MzA4MzM0MjA5NmFkaXF6a2N4|2013-08-15|Annual Accounts|Total exemption small company accounts made up to 2013-02-28||Annual Accounts|https://opencorporates.com/statements/127053983|AA|x
D|1192779|06811029|269460110|MzA3Mzc2MzkzNWFkaXF6a2N4|2013-03-01|Annual Return|Annual return made up to 2013-02-05 with full list of shareholders||Annual Return|https://opencorporates.com/statements/269460110|AR01|x
D|1192779|06811029|127053985|MzA3Mzc2MzkzNWFkaXF6a2N4|2013-03-01|Annual Return|Annual return made up to 2013-02-05 with full list of shareholders||Annual Return|https://opencorporates.com/statements/127053985|AR01|x
D|1192779|06811029|269460111|MzA2ODUyNzg5OWFkaXF6a2N4|2012-11-30|Annual Accounts|Total exemption small company accounts made up to 2012-02-29||Annual Accounts|https://opencorporates.com/statements/269460111|AA|x
D|1192779|06811029|127053993|MzA2ODUyNzg5OWFkaXF6a2N4|2012-11-30|Annual Accounts|Total exemption small company accounts made up to 2012-02-29||Annual Accounts|https://opencorporates.com/statements/127053993|AA|x
D|1192779|06811029|269460113|MzA1MTkyMzY0OGFkaXF6a2N4|2012-02-06|Annual Return|Annual return made up to 2012-02-05 with full list of shareholders||Annual Return|https://opencorporates.com/statements/269460113|AR01|x
D|1192779|06811029|127053995|MzA1MTkyMzY0OGFkaXF6a2N4|2012-02-06|Annual Return|Annual return made up to 2012-02-05 with full list of shareholders||Annual Return|https://opencorporates.com/statements/127053995|AR01|x
D|1192779|06811029|127053997|MzAzNzM2OTUwOGFkaXF6a2N4|2011-05-18|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2011-05-18||Change of director's details|https://opencorporates.com/statements/127053997|CH01|x
D|1192779|06811029|269460114|MzAzNzM2OTUwOGFkaXF6a2N4|2011-05-18|Change of director's details|Director's details changed for Mr Farhan Ahmed on 2011-05-18||Change of director's details|https://opencorporates.com/statements/269460114|CH01|x
D|1207789|IP26310R||||||||||x
D|1207789|IP26310R||||||||||x
D|1207789|IP26310R||||||||||x
D||03088213|310325153|MzEzOTcxNDI1MWFkaXF6a2N4|2016-01-20|Appointment of secretary|Appointment of Phillip Venner as a secretary on 2016-01-11||Appointment of secretary|https://opencorporates.com/statements/310325153|AP03|x
D||03088213|305829308|MzEzOTY1NjM5NmFkaXF6a2N4|2016-01-13|Filing dated 2016-01-13|Change of name notice|||https://opencorporates.com/statements/305829308|CONNOT|x
D||03088213|305829307|MzEzOTY1OTc2NGFkaXF6a2N4|2016-01-13|Filing dated 2016-01-13|Resolutions|||https://opencorporates.com/statements/305829307|RESOLUTIONS|x
D||03088213|310325154|MzEzOTY1OTc2NGFkaXF6a2N4|2016-01-13|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/310325154|CERTNM|x
D||03088213|304778217|MzEzOTM5NzIzMGFkaXF6a2N4|2016-01-12|Termination of appointment of director |Termination of appointment of Neil John Sawbridge as a director on 2016-01-01||Termination of appointment of director |https://opencorporates.com/statements/304778217|TM01|x
D||03088213|304778216|MzEzOTM5NzIyOGFkaXF6a2N4|2016-01-12|Appointment of director|Appointment of Mr Justin Staadecker as a director on 2016-01-01||Appointment of director|https://opencorporates.com/statements/304778216|AP01|x
D||03088213|305829310|MzEzOTM5NzIyOGFkaXF6a2N4|2016-01-12|Appointment of director|Appointment of Mr Justin Staadecker as a director on 2016-01-01||Appointment of director|https://opencorporates.com/statements/305829310|AP01|x
D||03088213|304778218|MzEzODg1MDA1N2FkaXF6a2N4|2016-01-04|Filing dated 2016-01-04|Auditor's resignation|||https://opencorporates.com/statements/304778218|AUD|x
D||03088213|287270290|MzEzNTA0MTk4NWFkaXF6a2N4|2015-11-12|Annual Return|Annual return made up to 2015-11-03 with full list of shareholders||Annual Return|https://opencorporates.com/statements/287270290|AR01|x
D||03088213|287270292|MzEzNDk2NzA0NmFkaXF6a2N4|2015-11-12|Change of location of the company records to the single alternative inspection location (SAIL)|Register(s) moved to registered inspection location Tricor Suite, 4th Floor 50 Mark Lane London EC3R 7QR||Change of location of the company records to the single alternative inspection location (SAIL)|https://opencorporates.com/statements/287270292|AD03|x
D||03088213|287270294|MzEzNDk2NzAxN2FkaXF6a2N4|2015-11-12|Notification of single alternative inspection location (SAIL)|Register inspection address has been changed to Tricor Suite, 4th Floor 50 Mark Lane London EC3R 7QR||Notification of single alternative inspection location (SAIL)|https://opencorporates.com/statements/287270294|AD02|x
D||03088213|287270297|MzEzNDg4NDA3M2FkaXF6a2N4|2015-11-10|Filing dated 2015-11-10|Statement of capital on 2015-11-10|||https://opencorporates.com/statements/287270297|SH19|x
D||03088213|287270299|MzEzNDg4Mzk5N2FkaXF6a2N4|2015-11-10|Filing dated 2015-11-10|Solvency Statement dated 05/11/15|||https://opencorporates.com/statements/287270299|CAP-SS|x
D||03088213|287270301|TDRKVlY1MDFhZGlxemtjeA|2015-11-10|Filing dated 2015-11-10|Resolutions|||https://opencorporates.com/statements/287270301|RESOLUTIONS|x
D||03088213|287270302|MzEzNDg3MDM2OGFkaXF6a2N4|2015-11-10|Change of secretary's details|Secretary's details changed for Linda Seufert on 2015-10-30||Change of secretary's details|https://opencorporates.com/statements/287270302|CH03|x
D||03088213|287270295|MzEzNDg4NDMxNGFkaXF6a2N4|2015-11-10|Filing dated 2015-11-10|Statement by Directors|||https://opencorporates.com/statements/287270295|SH20|x
D||03088213|287270304|MzEzMDc4NzkxNGFkaXF6a2N4|2015-09-14|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/287270304|AA|x
D||03088213|141572949|MzEzMDc4NzkxNGFkaXF6a2N4|2015-09-14|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/141572949|AA|x
D||03088213|287270306|MzExMzg0NDg1NGFkaXF6a2N4|2014-12-19|Appointment of director|Appointment of Mr. Neil John Sawbridge as a director on 2014-12-15||Appointment of director|https://opencorporates.com/statements/287270306|AP01|x
D||03088213|141572952|MzExMzg0NDg1NGFkaXF6a2N4|2014-12-19|Appointment of director|Appointment of Mr. Neil John Sawbridge as a director on 2014-12-15||Appointment of director|https://opencorporates.com/statements/141572952|AP01|x
D||03088213|287270307|MzExMzg0NDQ4OGFkaXF6a2N4|2014-12-19|Termination of appointment of director |Termination of appointment of Tom Dillon as a director on 2014-12-15||Termination of appointment of director |https://opencorporates.com/statements/287270307|TM01|x
D||03088213|141572954|MzExMzg0NDQ4OGFkaXF6a2N4|2014-12-19|Termination of appointment of director |Termination of appointment of Tom Dillon as a director on 2014-12-15||Termination of appointment of director |https://opencorporates.com/statements/141572954|TM01|x
D||03088213|287270310|MzExMTE0NDc0OGFkaXF6a2N4|2014-11-11|Change of director's details|Director's details changed for Mr Richard Green on 2014-11-11||Change of director's details|https://opencorporates.com/statements/287270310|CH01|x
D||03088213|287270311|MzExMTEyMDA1MmFkaXF6a2N4|2014-11-11|Annual Return|Annual return made up to 2014-11-03 with full list of shareholders||Annual Return|https://opencorporates.com/statements/287270311|AR01|x
D||03088213|141572962|MzExMTE0NDc0OGFkaXF6a2N4|2014-11-11|Change of director's details|Director's details changed for Mr Richard Green on 2014-11-11||Change of director's details|https://opencorporates.com/statements/141572962|CH01|x
D||03088213|141572965|MzExMTEyMDA1MmFkaXF6a2N4|2014-11-11|Annual Return|Annual return made up to 2014-11-03 with full list of shareholders||Annual Return|https://opencorporates.com/statements/141572965|AR01|x
D||03088213|141572968|MzEwOTA4MzA1NmFkaXF6a2N4|2014-10-08|Filing dated 2014-10-08|Statement by Directors|||https://opencorporates.com/statements/141572968|SH20|x
D||03088213|287270313|MzEwOTA4MzA1NmFkaXF6a2N4|2014-10-08|Filing dated 2014-10-08|Statement by Directors|||https://opencorporates.com/statements/287270313|SH20|x
D||03088213|287270314|MzEwOTA4Mjg0N2FkaXF6a2N4|2014-10-08|Filing dated 2014-10-08|Statement of capital on 2014-10-08|||https://opencorporates.com/statements/287270314|SH19|x
D||03088213|141572970|MzEwOTA4Mjg0N2FkaXF6a2N4|2014-10-08|Filing dated 2014-10-08|Statement of capital on 2014-10-08|||https://opencorporates.com/statements/141572970|SH19|x
D|196106|IP29475R||||||||||x
D|196106|IP29475R||||||||||x
D|196106|IP29475R||||||||||x
D||02100183|167165759|MzEyOTI1ODMzMWFkaXF6a2N4|2015-08-19|Annual Return|Annual return made up to 2015-06-28 with full list of shareholders||Annual Return|https://opencorporates.com/statements/167165759|AR01|x
D||02100183|233522392|MzEyOTI1ODMzMWFkaXF6a2N4|2015-08-19|Annual Return|Annual return made up to 2015-06-28 with full list of shareholders||Annual Return|https://opencorporates.com/statements/233522392|AR01|x
D||02100183|167165765|MzEyNjI3NTI5NmFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 11 in full|||https://opencorporates.com/statements/167165765|MR04|x
D||02100183|167165766|MzEyNjI3NTQ4NmFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 10 in full|||https://opencorporates.com/statements/167165766|MR04|x
D||02100183|167165768|MzEyNjI3NTQ4M2FkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 7 in full|||https://opencorporates.com/statements/167165768|MR04|x
D||02100183|233522397|MzEyNjI3NTQ4M2FkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 7 in full|||https://opencorporates.com/statements/233522397|MR04|x
D||02100183|233522396|MzEyNjI3NTQ4NmFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 10 in full|||https://opencorporates.com/statements/233522396|MR04|x
D||02100183|233522395|MzEyNjI3NTI5NmFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 11 in full|||https://opencorporates.com/statements/233522395|MR04|x
D||02100183|233522394|MzEyNjI3NTI4MWFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 9 in full|||https://opencorporates.com/statements/233522394|MR04|x
D||02100183|233522393|MzEyNjI3NTIwMWFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 8 in full|||https://opencorporates.com/statements/233522393|MR04|x
D||02100183|167165761|MzEyNjI3NTIwMWFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 8 in full|||https://opencorporates.com/statements/167165761|MR04|x
D||02100183|167165763|MzEyNjI3NTI4MWFkaXF6a2N4|2015-07-01|Filing dated 2015-07-01|Satisfaction of charge 9 in full|||https://opencorporates.com/statements/167165763|MR04|x
D||02100183|167165769|MzEyMTI0NDI3M2FkaXF6a2N4|2015-04-15|Filing dated 2015-04-15|Satisfaction of charge 12 in full|||https://opencorporates.com/statements/167165769|MR04|x
D||02100183|233522398|MzEyMTI0NDI3M2FkaXF6a2N4|2015-04-15|Filing dated 2015-04-15|Satisfaction of charge 12 in full|||https://opencorporates.com/statements/233522398|MR04|x
D||02100183|233522399|MzEyMDM0OTY3MGFkaXF6a2N4|2015-03-31|Annual Accounts|Total exemption small company accounts made up to 2014-06-30||Annual Accounts|https://opencorporates.com/statements/233522399|AA|x
D||02100183|167165772|MzEyMDM0OTY3MGFkaXF6a2N4|2015-03-31|Annual Accounts|Total exemption small company accounts made up to 2014-06-30||Annual Accounts|https://opencorporates.com/statements/167165772|AA|x
D||02100183|167165773|MzExNTM5MjQ2MWFkaXF6a2N4|2015-01-14|Appointment of director|Appointment of Mr Imran Dalvi as a director on 2014-06-30||Appointment of director|https://opencorporates.com/statements/167165773|AP01|x
D||02100183|233522400|MzExNTM5MjQ2MWFkaXF6a2N4|2015-01-14|Appointment of director|Appointment of Mr Imran Dalvi as a director on 2014-06-30||Appointment of director|https://opencorporates.com/statements/233522400|AP01|x
D||02100183|167165775|MzEwMzM2NDU4OWFkaXF6a2N4|2014-07-08|Annual Return|Annual return made up to 2014-06-28 with full list of shareholders||Annual Return|https://opencorporates.com/statements/167165775|AR01|x
D||02100183|233522401|MzEwMzM2NDU4OWFkaXF6a2N4|2014-07-08|Annual Return|Annual return made up to 2014-06-28 with full list of shareholders||Annual Return|https://opencorporates.com/statements/233522401|AR01|x
D||02100183|167165776|MzA5Mjc0NjQ5NmFkaXF6a2N4|2014-01-16|Annual Accounts|Total exemption small company accounts made up to 2013-06-30||Annual Accounts|https://opencorporates.com/statements/167165776|AA|x
D||02100183|233522402|MzA5Mjc0NjQ5NmFkaXF6a2N4|2014-01-16|Annual Accounts|Total exemption small company accounts made up to 2013-06-30||Annual Accounts|https://opencorporates.com/statements/233522402|AA|x
D||02100183|233522403|MzA5MDg5MjE0NGFkaXF6a2N4|2013-12-11|Filing dated 2013-12-11|Registration of charge 021001830014|||https://opencorporates.com/statements/233522403|MR01|x
D||02100183|167165777|MzA5MDg5MjE0NGFkaXF6a2N4|2013-12-11|Filing dated 2013-12-11|Registration of charge 021001830014|||https://opencorporates.com/statements/167165777|MR01|x
D||02100183|233522404|MzA5MDE4NTAzOGFkaXF6a2N4|2013-12-05|Filing dated 2013-12-05|Registration of charge 021001830013|||https://opencorporates.com/statements/233522404|MR01|x
D||02100183|167165778|MzA5MDE4NTAzOGFkaXF6a2N4|2013-12-05|Filing dated 2013-12-05|Registration of charge 021001830013|||https://opencorporates.com/statements/167165778|MR01|x
D||02100183|233522406|MzA4MTEwMjQxN2FkaXF6a2N4|2013-07-07|Annual Return|Annual return made up to 2013-06-28 with full list of shareholders||Annual Return|https://opencorporates.com/statements/233522406|AR01|x
D||02100183|167165779|MzA4MTEwMjQxN2FkaXF6a2N4|2013-07-07|Annual Return|Annual return made up to 2013-06-28 with full list of shareholders||Annual Return|https://opencorporates.com/statements/167165779|AR01|x
D||02100183|167165780|MzA2OTAxMTU4OWFkaXF6a2N4|2012-12-07|Annual Accounts|Total exemption small company accounts made up to 2012-06-30||Annual Accounts|https://opencorporates.com/statements/167165780|AA|x
D||02100183|233522408|MzA2OTAxMTU4OWFkaXF6a2N4|2012-12-07|Annual Accounts|Total exemption small company accounts made up to 2012-06-30||Annual Accounts|https://opencorporates.com/statements/233522408|AA|x
D|496484|05943738|255643903|MzEyMzc1MTcyNWFkaXF6a2N4|2015-05-22|Annual Accounts|Total exemption small company accounts made up to 2014-09-30||Annual Accounts|https://opencorporates.com/statements/255643903|AA|x
D|496484|05943738|255643904|MzEyMjQwNzUzMmFkaXF6a2N4|2015-05-05|Change of registered office address|Registered office address changed from 77 Bastwick Street London EC1V 3PZ to Octavia House 50 Banner Street London EC1Y 8ST on 2015-05-05||Change of registered office address|https://opencorporates.com/statements/255643904|AD01|x
D|496484|05943738|255643906|MzEyMTA2NjgxMGFkaXF6a2N4|2015-04-13|Annual Return|Annual return made up to 2015-03-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643906|AR01|x
D|496484|05943738|255643907|MzEwOTk3NTEwOWFkaXF6a2N4|2014-10-23|Termination of appointment of director |Termination of appointment of David Francis James Peacock as a director on 2014-10-16||Termination of appointment of director |https://opencorporates.com/statements/255643907|TM01|x
D|496484|05943738|255643909|MzEwNTY0MDMzMWFkaXF6a2N4|2014-08-15|Appointment of director|Appointment of Mr David Francis James Peacock as a director on 2014-04-11||Appointment of director|https://opencorporates.com/statements/255643909|AP01|x
D|496484|05943738|255643910|MzEwMjU5NDI5NWFkaXF6a2N4|2014-06-25|Annual Accounts|Total exemption small company accounts made up to 2013-09-30||Annual Accounts|https://opencorporates.com/statements/255643910|AA|x
D|496484|05943738|255643912|MzA5NjQ1MTI2MmFkaXF6a2N4|2014-03-18|Annual Return|Annual return made up to 2014-03-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643912|AR01|x
D|496484|05943738|255643913|MzA4NzQ4Njk3MWFkaXF6a2N4|2013-10-23|Certificate of Incorporation on Change of Name|Certificate of change of name||Certificate of Incorporation on Change of Name|https://opencorporates.com/statements/255643913|CERTNM|x
D|496484|05943738|255643915|MzA4NzQ4Njc2MmFkaXF6a2N4|2013-10-23|Filing dated 2013-10-23|Change of name notice|||https://opencorporates.com/statements/255643915|CONNOT|x
D|496484|05943738|255643919|MzA4MDc1NzEyN2FkaXF6a2N4|2013-07-02|Appointment of director|Appointment of Mrs Helen Jane Jerrold as a director||Appointment of director|https://opencorporates.com/statements/255643919|AP01|x
D|496484|05943738|255643916|MzA4MDgyNTM4NGFkaXF6a2N4|2013-07-02|Termination of appointment of director |Termination of appointment of Robert Kennett as a director||Termination of appointment of director |https://opencorporates.com/statements/255643916|TM01|x
